,instr,course,term,evals,rcmnd_class,rcmnd_instr,time,class_weighted_evals,instr_weighted_evals,letter_expected,gpa_expected,letter_actual,gpa_actual
7802,"Kurle, Carolyn M.",BILD 3,FA15,189,0.978,1.0,3.97,185,189,B+ ,3.59,B- ,2.97
7803,"Stockwell, Sarah R",BILD 3,FA15,136,0.873,0.813,5.21,119,111,B+ ,3.33,B- ,2.97
7804,"Lykke-Andersen, Jens",BIMM 100,FA15,115,0.86,0.88,6.79,99,101,B ,3.26,C+ ,2.59
7805,"Pasquinelli, Amy",BIMM 100,FA15,149,0.875,0.9490000000000001,6.71,130,141,B ,3.25,C+ ,2.52
7806,"Dunbar, Tiffany L",BIMM 101,FA15,50,1.0,1.0,5.4,50,50,A- ,3.73,B+ ,3.5
7807,"Butler, Madeline",BIMM 101,FA15,18,1.0,1.0,6.85,18,18,A- ,3.72,B+ ,3.4
7808,"Gustafson-Brown, Cindy",BIMM 101,FA15,31,0.903,0.903,7.15,28,28,B ,3.23,B ,3.05
7809,"McDonnell, Lisa Marie",BIMM 101,FA15,34,0.941,0.971,7.32,32,33,B+ ,3.58,B+ ,3.6
7810,"Bozinovic, Goran",BIMM 101,FA15,19,1.0,0.889,5.91,19,17,B ,3.25,B+ ,3.35
7811,"Herndon, Jenny Dyann",BIMM 101,FA15,49,0.98,0.9179999999999999,6.12,48,45,B+ ,3.33,B+ ,3.36
7812,"Dunbar, Tiffany L",BIMM 101,FA15,49,0.9390000000000001,1.0,5.64,46,49,B+ ,3.65,B+ ,3.5
7813,"Tour, Ella",BIMM 110,FA15,97,0.9790000000000001,0.9570000000000001,6.17,95,93,B+ ,3.58,B+ ,3.42
7814,"Golden, Susan S.",BIMM 116,FA15,207,0.675,0.782,6.0,140,162,B ,3.28,B ,3.07
7815,"Gorman, Michael R.",BIMM 116,FA15,205,0.67,0.9159999999999999,6.0,137,188,B ,3.28,B ,3.07
7816,"Chilukuri, Lakshmi N",BIMM 121,FA15,27,0.9259999999999999,0.963,7.42,25,26,B ,3.22,B ,3.28
7817,"Chilukuri, Lakshmi N",BIMM 121,FA15,33,0.875,0.875,9.79,29,29,B ,3.19,B ,3.28
7818,"Ring, Gabriela Aviva",BIMM 121,FA15,21,0.95,1.0,5.8,20,21,B+ ,3.45,B+ ,3.48
7819,"Gustafson-Brown, Cindy",BIMM 124,FA15,166,0.9570000000000001,0.95,8.11,159,158,B+ ,3.41,B ,3.06
7820,"Pogliano, Joseph",BIMM 171,FA15,18,1.0,1.0,2.13,18,18,A- ,3.87,A- ,3.94
7821,"Pogliano, Kit J.",BIMM 171,FA15,18,1.0,1.0,2.23,18,18,A- ,3.93,A- ,3.94
7822,"Pogliano, Joseph",BIMM 171A,FA15,12,1.0,1.0,2.33,12,12,A ,4.0,A- ,3.94
7823,"Pogliano, Kit J.",BIMM 171A,FA15,12,1.0,1.0,2.33,12,12,A ,4.0,A- ,3.94
7824,"Suel, Gurol Mehmet",BIMM 194,FA15,21,0.9440000000000001,0.9440000000000001,1.83,20,20,A ,4.0,A- ,3.96
7825,"Mayfield, Stephen P.",BIMM 194,FA15,5,1.0,1.0,1.7,5,5,A ,4.0,B+ ,3.43
7826,"Kristan, William B.",BIPN 100,FA15,101,0.958,0.716,7.94,97,72,B ,3.18,B- ,2.72
7827,"Cooke, James Edward",BIPN 100,FA15,254,0.935,0.8740000000000001,7.25,237,222,B ,3.24,B- ,2.74
7828,"Fortes, P. A. George",BIPN 102,FA15,62,0.929,0.696,7.15,58,43,B+ ,3.39,B ,3.07
7829,"Armour, Jon Christopher",BIPN 105,FA15,12,1.0,1.0,12.33,12,12,B ,3.17,B- ,2.98
7830,"Armour, Jon Christopher",BIPN 105,FA15,18,0.706,0.941,13.21,13,17,B ,3.18,B- ,2.98
7831,"Spitzer, Nicholas",BIPN 140,FA15,62,0.8140000000000001,0.8640000000000001,7.62,50,54,B+ ,3.38,C+ ,2.54
7832,"Su, Chih-Ying",BIPN 140,FA15,60,0.825,0.825,7.63,50,50,B+ ,3.37,C+ ,2.54
7833,"Patrick, Gentry",BISP 194,FA15,10,0.889,1.0,3.25,9,10,A ,4.0,A- ,3.86
7834,"Karlseder, Jan",BISP 194,FA15,18,1.0,1.0,2.23,18,18,A ,4.0,A ,4.0
7835,"Saghatelian, Alan",BISP 194,FA15,18,1.0,1.0,2.23,18,18,A ,4.0,A ,4.0
7836,"Algaze, Guillermo",CAT 1,FA15,133,0.588,0.622,4.36,78,83,B+ ,3.43,B ,3.26
7837,"Borgo, David Garcia",CAT 1,FA15,137,0.764,0.945,4.64,105,129,B+ ,3.34,B ,3.12
7838,"Kwak, Nancy",CAT 1,FA15,102,0.653,0.853,5.63,67,87,B+ ,3.33,B ,3.03
7839,"Westman, Robert S",CAT 1,FA15,137,0.672,0.7909999999999999,5.07,92,108,B ,3.28,B ,3.14
7840,"Propp, William Henry",CAT 1,FA15,108,0.313,0.563,6.63,34,61,B- ,2.91,B ,3.07
7841,"Smith, Ashley Elizabeth",CAT 125,FA15,97,0.884,0.9790000000000001,4.98,86,95,B+ ,3.57,B+ ,3.46
7842,"Bigham, David Joseph",CAT 125,FA15,89,0.753,0.922,4.0,67,82,B+ ,3.65,B+ ,3.44
7843,"Sartor, Alexandra",CAT 125R,FA15,50,1.0,1.0,4.54,50,50,A- ,3.8,B+ ,3.59
7844,"Fakhimi, Sourena",CENG 100,FA15,119,0.588,0.009000000000000001,7.98,70,1,C+ ,2.55,B- ,2.71
7845,"Fenning, David",CENG 101A,FA15,163,0.852,0.907,12.08,139,148,B ,3.19,B- ,2.99
7846,"Miller, David R.",CENG 101A,FA15,167,0.836,0.642,12.01,140,107,B ,3.18,B- ,2.99
7847,"Drews, Aaron",CENG 101A,FA15,100,0.88,0.99,12.7,88,99,B ,3.18,B ,3.04
7848,"Opatkiewicz, Justin Paul",CENG 120,FA15,173,0.925,0.971,9.23,160,168,B+ ,3.32,B ,3.23
7849,"Opatkiewicz, Justin Paul",CENG 122,FA15,179,0.9079999999999999,0.937,9.71,163,168,B ,3.08,B ,3.11
7850,"Lubarda, Vlado",CENG 15,FA15,31,0.774,0.742,4.76,24,23,B+ ,3.55,B ,3.27
7851,"Lubarda, Vlado",CENG 15,FA15,29,0.9229999999999999,0.8079999999999999,5.73,27,23,B+ ,3.42,B ,3.27
7852,"Santizo, Gabriela Domitila",CGS 100,FA15,16,0.5379999999999999,0.5379999999999999,5.58,9,9,B+ ,3.45,B ,3.08
7853,"Shelby, Karen Lee",CGS 103,FA15,17,0.882,0.882,5.91,15,15,B ,3.14,B ,3.18
7854,"Gore, Dayo F.",CGS 2A,FA15,61,0.85,0.95,3.95,52,58,B ,3.25,B+ ,3.44
7855,"Pomeroy, Robert S.",CHEM 100A,FA15,60,0.759,0.81,7.64,46,49,B ,3.26,B- ,3.0
7856,"Xiong, Wei",CHEM 105A,FA15,5,1.0,1.0,8.5,5,5,B+ ,3.6,B ,3.06
7857,"Ghosh, Gourisankar",CHEM 108,FA15,20,1.0,0.75,5.17,20,15,B+ ,3.53,B+ ,3.42
7858,"Brydges, Stacey",CHEM 11,FA15,91,0.909,0.9890000000000001,4.91,83,90,B+ ,3.31,B ,3.22
7859,"Toor, Navtej",CHEM 114A,FA15,83,0.889,0.852,6.53,74,71,B ,3.26,B ,3.09
7860,"Ghosh, Gourisankar",CHEM 114D,FA15,4,0.5,0.75,5.5,2,3,B ,3.25,B+ ,3.47
7861,"Rinehart, Jeffrey Dennis",CHEM 120A,FA15,58,0.9059999999999999,0.925,5.13,53,54,B+ ,3.33,B- ,2.91
7862,"Yuen Zhou, Joel",CHEM 127,FA15,55,0.49,0.33299999999999996,8.62,27,18,B ,3.04,B- ,2.77
7863,"Sinha, Amitabha",CHEM 130,FA15,44,0.628,0.674,8.75,28,30,B- ,2.8,C+ ,2.4
7864,"Oconnor, Joseph M.",CHEM 140A,FA15,161,0.8390000000000001,0.879,9.65,135,142,B ,3.07,B- ,2.72
7865,"Yang, Jerry",CHEM 140A,FA15,108,0.868,0.84,8.44,94,91,B ,3.13,B- ,2.79
7866,"Ternansky, Robert J.",CHEM 140A,FA15,146,0.804,0.696,10.78,117,102,C+ ,2.68,C+ ,2.68
7867,"Perrin, Charles L.",CHEM 140A,FA15,171,0.82,0.919,8.71,140,157,B- ,2.99,B- ,2.75
7868,"Theodorakis, Emmanouil",CHEM 140B,FA15,118,0.7979999999999999,0.9079999999999999,8.09,94,107,B- ,2.89,B- ,2.78
7869,"Hermann, Thomas",CHEM 140C,FA15,128,0.8390000000000001,0.895,7.95,107,115,B ,3.17,B- ,2.76
7870,"Ternansky, Robert J.",CHEM 143A,FA15,186,0.8270000000000001,0.851,6.63,154,158,B ,3.21,B ,3.09
7871,"Albizati, Kim F.",CHEM 143C,FA15,31,0.9670000000000001,1.0,6.17,30,31,B+ ,3.3,B ,3.29
7872,"Theodorakis, Emmanouil",CHEM 152,FA15,10,1.0,1.0,4.5,10,10,B+ ,3.63,A- ,3.92
7873,"Tor, Yitzhak",CHEM 154,FA15,14,0.9229999999999999,1.0,5.83,13,14,B+ ,3.33,B+ ,3.41
7874,"Pomeroy, Robert S.",CHEM 171,FA15,46,0.867,0.889,5.8,40,41,B ,3.07,B- ,2.72
7875,"Hoeger, Carl",CHEM 4,FA15,146,0.889,0.8959999999999999,6.89,130,131,B- ,2.73,B- ,2.96
7876,"Zimmermann, Joerg",CHEM 6A,FA15,229,0.858,0.647,6.72,196,148,B ,3.03,B ,3.09
7877,"Crowell, John E",CHEM 6A,FA15,228,0.8170000000000001,0.349,6.99,186,80,B- ,2.98,B- ,2.79
7878,"Dembinski, Holly",CHEM 6A,FA15,183,0.866,0.555,6.25,158,102,B ,3.02,B- ,2.94
7879,"Johnson, Christina A",CHEM 6A,FA15,230,0.943,0.981,6.86,217,226,B ,3.26,B ,3.16
7880,"Bussey, Thomas J",CHEM 6A,FA15,246,0.953,0.953,6.46,234,234,B ,3.28,B- ,2.97
7881,"Crowell, John E",CHEM 6A,FA15,191,0.769,0.387,7.22,147,74,B ,3.04,B- ,2.79
7882,"Bussey, Thomas J",CHEM 6A,FA15,195,0.93,0.973,6.2,181,190,B ,3.27,B- ,2.97
7883,"Kim, Judy E.",CHEM 6AH,FA15,98,0.63,0.9129999999999999,8.74,62,89,B ,3.12,B ,3.17
7884,"Hoeger, Carl",CHEM 6B,FA15,89,0.89,0.89,7.83,79,79,B- ,2.91,C+ ,2.64
7885,"Johnson, Christina A",CHEM 6C,FA15,144,0.8959999999999999,0.948,8.29,129,137,B- ,2.91,C+ ,2.64
7886,"Berniolles, Sandrine",CHEM 7L,FA15,121,0.8,0.89,5.88,97,108,B ,3.25,B ,3.04
7887,"Berniolles, Sandrine",CHEM 7L,FA15,105,0.835,0.8759999999999999,6.5,88,92,B+ ,3.35,B ,3.04
7888,"Hamaoka, Brent Y",CHEM 7L,FA15,60,0.946,0.821,7.01,57,49,B+ ,3.35,B+ ,3.42
7889,"Chen, Pei-Chia",CHIN 10AD,FA15,6,1.0,1.0,2.83,6,6,A ,4.0,B+ ,3.7
7890,"Chen, Pei-Chia",CHIN 10AD,FA15,13,1.0,1.0,3.05,13,13,A- ,3.8,B+ ,3.7
7891,"He, Qian",CHIN 10AM,FA15,8,1.0,1.0,6.83,8,8,A- ,3.75,B+ ,3.64
7892,"Cha, Samuel",CHIN 10AN,FA15,15,1.0,1.0,9.03,15,15,B+ ,3.69,B+ ,3.55
7893,"Cha, Samuel",CHIN 10AN,FA15,9,1.0,1.0,4.5,9,9,B ,3.25,B+ ,3.55
7894,"Cha, Samuel",CHIN 10AN,FA15,10,0.889,0.889,6.25,9,9,B ,3.0,B+ ,3.55
7895,"He, Qian",CHIN 20AD,FA15,16,0.938,1.0,4.13,15,16,A- ,3.89,B+ ,3.34
7896,"Wang, Xiao",CHIN 20AM,FA15,11,0.909,1.0,4.32,10,11,B+ ,3.33,B+ ,3.6
7897,"Anderson, Qin-Hong",CHIN 20AN,FA15,29,1.0,1.0,4.07,29,29,A- ,3.75,A- ,3.78
7898,"Anderson, Qin-Hong",CHIN 20AN,FA15,23,1.0,1.0,4.93,23,23,B+ ,3.65,A- ,3.78
7899,"Voytek, Bradley Thomas",COGS 1,FA15,164,0.9129999999999999,0.973,2.86,150,160,B+ ,3.66,B+ ,3.53
7900,"Barrera, Steven James",COGS 101A,FA15,174,0.97,0.9940000000000001,4.64,169,173,B+ ,3.52,B ,3.22
7901,"Renner, Nancy Owens",COGS 102A,FA15,125,0.78,0.813,5.28,98,102,B+ ,3.34,B+ ,3.55
7902,"Pineda, Jaime A",COGS 107A,FA15,139,0.9259999999999999,0.89,5.55,129,124,B+ ,3.42,B- ,2.99
7903,"Tu, Zhuowen",COGS 109,FA15,60,0.764,0.655,6.86,46,39,B+ ,3.56,B+ ,3.44
7904,"Boyle, Mary E. T.",COGS 11,FA15,41,0.927,0.976,4.8,38,40,B+ ,3.51,B ,3.15
7905,"Deak, Gedeon O.",COGS 115,FA15,27,0.846,0.846,5.73,23,23,B+ ,3.32,B+ ,3.38
7906,"De Sa, Virginia",COGS 118B,FA15,11,1.0,1.0,7.5,11,11,B+ ,3.55,A- ,3.87
7907,"Boroditsky, Lera",COGS 12,FA15,17,0.938,0.938,2.5,16,16,B+ ,3.6,A ,4.0
7908,"Johnson, Christine M.",COGS 143,FA15,19,0.895,0.9470000000000001,5.45,17,18,B ,3.29,B+ ,3.36
7909,"Barrera, Steven James",COGS 14A,FA15,85,0.9109999999999999,0.975,3.96,77,83,B+ ,3.49,B ,3.21
7910,"Bergen, Benjamin",COGS 15,FA15,20,1.0,1.0,3.17,20,20,B ,3.2,B ,3.28
7911,"Klemmer, Scott R",COGS 160,FA15,4,0.75,0.5,6.5,3,2,B+ ,3.33,B+ ,3.64
7912,"Johnson, Christine M.",COGS 17,FA15,56,0.9620000000000001,0.925,4.97,54,52,B+ ,3.36,B ,3.07
7913,"Pineda, Jaime A",COGS 171,FA15,16,0.857,0.643,3.64,14,10,B ,3.21,B ,3.17
7914,"Boyle, Mary E. T.",COGS 187A,FA15,29,0.889,0.852,6.35,26,25,A- ,3.71,B+ ,3.55
7915,"Voytek, Bradley Thomas",COGS 9,FA15,25,1.0,1.0,4.41,25,25,A- ,3.9,B+ ,3.59
7916,"Goldfarb, Brian",COMM 10,FA15,186,0.9079999999999999,0.902,5.17,169,168,A- ,3.77,B+ ,3.67
7917,"Sims, Christopher O",COMM 100A,FA15,192,0.845,0.877,5.45,162,168,B+ ,3.54,B+ ,3.39
7918,"Hastert, Wolfgang",COMM 101,FA15,26,0.92,0.84,5.11,24,22,A- ,3.83,A- ,3.81
7919,"McKinney, Carl Lee",COMM 105G,FA15,36,0.943,1.0,3.36,34,36,B ,3.27,B ,3.22
7920,"McKinney, Carl Lee",COMM 106A,FA15,20,0.9470000000000001,1.0,5.34,19,20,B ,3.21,B ,3.12
7921,"Cordoba Azcarate, Matilde",COMM 106G,FA15,28,0.893,0.9640000000000001,4.26,25,27,B+ ,3.54,B+ ,3.41
7922,"Irani, Lilly C",COMM 106I,FA15,41,0.789,0.684,5.2,32,28,B+ ,3.42,B ,3.05
7923,"Dick, Hannah",COMM 107,FA15,48,0.9790000000000001,0.9790000000000001,5.99,47,47,B+ ,3.47,B ,3.2
7924,"Whitworth-Smith, Andrew C",COMM 109D,FA15,22,1.0,0.9520000000000001,6.02,22,21,B+ ,3.3,B ,3.21
7925,"Zilberg, Elana",COMM 111C,FA15,9,0.28600000000000003,0.28600000000000003,4.79,3,3,B+ ,3.33,B- ,2.96
7926,"Booker, Angela N",COMM 114D,FA15,18,0.941,1.0,4.5,17,18,A- ,3.82,A- ,3.94
7927,"Goldwasser, Michele A.",COMM 126,FA15,24,0.875,0.917,5.28,21,22,B+ ,3.43,B+ ,3.3
7928,"Davis, Zeinabu I.",COMM 135,FA15,9,1.0,1.0,5.39,9,9,B+ ,3.63,B+ ,3.55
7929,"Anderson, Patrick W.",COMM 145,FA15,19,1.0,1.0,6.03,19,19,A- ,3.94,B ,3.29
7930,"Burg, Suzanne M.M.",COMM 151,FA15,7,0.857,0.857,5.07,6,6,A- ,3.71,B+ ,3.36
7931,"Roudakova, Natalia",COMM 163,FA15,16,0.9329999999999999,1.0,5.43,15,16,A- ,3.73,B ,3.26
7932,"Horwitz, Robert B",COMM 176,FA15,29,0.821,0.893,5.36,24,26,B ,3.07,B- ,2.75
7933,"Cordoba Azcarate, Matilde",COMM 179,FA15,17,0.867,0.9329999999999999,3.93,15,16,B+ ,3.6,B+ ,3.53
7934,"McMurria, John",COMM 190,FA15,12,0.917,1.0,6.17,11,12,B+ ,3.36,B+ ,3.46
7935,"Irani, Lilly C",COMM 190,FA15,18,0.9440000000000001,0.9440000000000001,4.61,17,17,A- ,3.78,B+ ,3.53
7936,"Singh, Pawan Deep",COMM 190,FA15,16,1.0,1.0,5.97,16,16,A- ,3.8,B+ ,3.62
7937,"Bandeira, Nuno Filipe Cabrita",CSE 100,FA15,69,0.922,0.8440000000000001,10.06,64,58,B ,3.11,B ,3.14
7938,"Bandeira, Nuno Filipe Cabrita",CSE 100,FA15,54,0.941,0.922,9.6,51,50,B+ ,3.31,B ,3.14
7939,"Sahoo, Debashis",CSE 100,FA15,42,0.902,0.659,9.0,38,28,B+ ,3.5,B ,3.17
7940,"Dasgupta, Sanjoy",CSE 101,FA15,70,0.985,0.971,7.27,69,68,B+ ,3.39,B ,3.07
7941,"Jaiswal, Ragesh",CSE 101,FA15,53,0.9,0.4,6.74,48,21,B- ,2.73,B- ,2.95
7942,"Jones, Miles E",CSE 101,FA15,65,0.9209999999999999,0.968,6.5,60,63,B+ ,3.48,B+ ,3.41
7943,"Freund, Yoav",CSE 103,FA15,102,0.677,0.616,5.14,69,63,B+ ,3.46,B+ ,3.34
7944,"Micciancio, Daniele",CSE 105,FA15,21,0.684,0.368,8.63,14,8,B- ,2.75,B- ,2.84
7945,"Micciancio, Daniele",CSE 105,FA15,23,0.7829999999999999,0.696,8.33,18,16,B ,3.09,B- ,2.84
7946,"Ord, Richard",CSE 11,FA15,81,1.0,0.973,10.34,81,79,A- ,3.76,B+ ,3.45
7947,"Ord, Richard",CSE 11,FA15,95,0.9309999999999999,0.9890000000000001,10.5,88,94,B+ ,3.69,B+ ,3.45
7948,"Ord, Richard",CSE 11,FA15,85,0.9129999999999999,0.938,12.37,78,80,B+ ,3.55,B+ ,3.45
7949,"Kesden, Gregory M",CSE 110,FA15,65,0.95,0.633,7.57,62,41,B+ ,3.62,A- ,3.8
7950,"Kesden, Gregory M",CSE 110,FA15,77,0.889,0.542,7.35,68,42,B+ ,3.51,A- ,3.8
7951,"Weibel, Nadir",CSE 118,FA15,14,0.857,1.0,7.36,12,14,B+ ,3.64,B+ ,3.64
7952,"Gillespie, Gary N",CSE 12,FA15,25,0.9570000000000001,0.9570000000000001,15.8,24,24,B+ ,3.57,B ,3.06
7953,"Gillespie, Gary N",CSE 12,FA15,49,0.953,0.93,15.4,47,46,B+ ,3.32,B ,3.06
7954,"Langlois, Marina",CSE 12,FA15,19,0.941,0.882,10.63,18,17,B- ,2.88,B- ,2.79
7955,"Langlois, Marina",CSE 12,FA15,30,0.9640000000000001,0.893,10.43,29,27,B ,3.29,B- ,2.79
7956,"Voelker, Geoffrey M.",CSE 120,FA15,72,0.912,0.985,11.68,66,71,B+ ,3.34,B ,3.03
7957,"Zhou, Yuan-Yuan",CSE 120,FA15,54,0.843,0.627,11.15,46,34,B- ,2.81,B- ,2.84
7958,"Snoeren, Alex C.",CSE 123,FA15,23,0.8,0.95,10.82,18,22,B- ,2.79,B- ,2.74
7959,"Savage, Stefan Roberts",CSE 127,FA15,54,0.9620000000000001,0.943,5.78,52,51,B ,3.06,B- ,2.82
7960,"Jhala, Ranjit",CSE 130,FA15,84,0.9740000000000001,0.9740000000000001,8.42,82,82,B ,3.29,B ,3.03
7961,"Bournoutian, Garo",CSE 131,FA15,142,0.662,0.9079999999999999,16.7,94,129,B- ,2.83,C+ ,2.61
7962,"Deutsch, Alin Bernard",CSE 132A,FA15,65,0.885,0.6890000000000001,6.33,58,45,B ,3.21,B- ,2.73
7963,"Powell, Thomas Allan",CSE 134B,FA15,44,0.625,0.55,8.2,28,24,B- ,2.95,B- ,2.93
7964,"Rosing, Tajana Simunic",CSE 140,FA15,169,0.8690000000000001,0.833,7.72,147,141,B ,3.11,B ,3.12
7965,"Rosing, Tajana Simunic",CSE 140,FA15,141,0.856,0.777,8.43,121,110,B ,3.15,B ,3.12
7966,"Gayles, Eric S",CSE 140L,FA15,76,0.77,0.662,4.09,59,50,B+ ,3.53,B+ ,3.67
7967,"Gayles, Eric S",CSE 140L,FA15,75,0.764,0.6809999999999999,4.5,57,51,A- ,3.79,B+ ,3.67
7968,"Porter, Leonard Emerson",CSE 141,FA15,255,0.843,0.965,7.12,215,246,B ,3.12,B- ,2.9
7969,"Eldon, John",CSE 141L,FA15,33,0.7240000000000001,0.862,10.12,24,28,B ,3.11,B ,3.27
7970,"Eldon, John",CSE 141L,FA15,52,0.604,0.917,9.72,31,48,B ,3.11,B ,3.27
7971,"Altintas De Callaf, Ilkay",CSE 15L,FA15,88,0.773,0.727,4.41,68,64,B ,3.25,B ,3.08
7972,"Altintas De Callaf, Ilkay",CSE 15L,FA15,68,0.813,0.7659999999999999,4.69,55,52,B+ ,3.45,B ,3.08
7973,"Gillespie, Gary N",CSE 15L,FA15,54,0.83,0.792,4.76,45,43,B ,3.25,B- ,2.81
7974,"Schulze, Jurgen P.",CSE 167,FA15,35,0.938,0.9690000000000001,12.9,33,34,B+ ,3.34,B ,3.2
7975,"McAuley, Julian John",CSE 190,FA15,31,0.857,0.929,8.42,27,29,B+ ,3.46,B+ ,3.48
7976,"Chockalingam, Ganapathy",CSE 190,FA15,13,0.909,0.909,7.77,12,12,B+ ,3.64,B+ ,3.4
7977,"Cottrell, Garrison W",CSE 190,FA15,16,0.929,0.929,11.5,15,15,B ,3.21,B ,3.04
7978,"Kumar, Rakesh",CSE 190,FA15,22,0.9,0.9,4.0,20,20,B+ ,3.65,B+ ,3.42
7979,"Kunin, Jay Stuart",CSE 190,FA15,10,0.8,0.8,5.9,8,8,B+ ,3.6,B+ ,3.53
7980,"Lovett, Shachar",CSE 20,FA15,73,0.887,0.8170000000000001,5.5,65,60,B+ ,3.62,B+ ,3.48
7981,"Lovett, Shachar",CSE 20,FA15,58,0.887,0.868,5.87,51,50,B+ ,3.61,B+ ,3.48
7982,"Jones, Miles E",CSE 20,FA15,56,0.9259999999999999,0.833,6.0,52,47,B+ ,3.62,B+ ,3.59
7983,"Tiefenbruck, Janine LoBue",CSE 21,FA15,83,0.823,0.899,6.88,68,75,B+ ,3.35,B ,3.21
7984,"Tiefenbruck, Janine LoBue",CSE 21,FA15,72,0.9229999999999999,0.985,7.53,66,71,B+ ,3.6,B ,3.21
7985,"Minnes Kemp, Mor Mia",CSE 21,FA15,84,0.863,0.975,7.59,72,82,B ,3.25,B- ,2.99
7986,"Marx, Susan S",CSE 3,FA15,65,0.919,0.71,4.07,60,46,B+ ,3.61,B+ ,3.31
7987,"Marx, Susan S",CSE 3,FA15,56,0.878,0.816,3.64,49,46,B+ ,3.66,B+ ,3.31
7988,"Mirza, Diba",CSE 30,FA15,110,0.9620000000000001,0.943,10.16,106,104,B+ ,3.37,B- ,2.99
7989,"Mirza, Diba",CSE 30,FA15,118,0.915,0.915,10.74,108,108,B ,3.26,B- ,2.99
7990,"Mirza, Diba",CSE 30,FA15,91,0.945,0.956,9.33,86,87,B ,3.3,B- ,2.99
7991,"Marx, Susan S",CSE 5A,FA15,34,0.875,0.7190000000000001,6.31,30,24,B+ ,3.44,B- ,2.85
7992,"Alvarado, Christine J.",CSE 8A,FA15,313,0.968,0.981,7.02,303,307,B+ ,3.52,B ,3.26
7993,"Cao, Yingjun",CSE 8A,FA15,122,0.9670000000000001,0.9670000000000001,5.82,118,118,B+ ,3.65,B+ ,3.3
7994,"Cao, Yingjun",CSE 8A,FA15,126,0.968,1.0,6.24,122,126,A- ,3.75,B+ ,3.3
7995,"Jundt, Adam H",CSE 8B,FA15,53,0.9620000000000001,1.0,10.12,51,53,B+ ,3.59,B+ ,3.62
7996,"Mariscal, George",DOC 1,FA15,143,0.8320000000000001,0.9640000000000001,5.57,119,138,B+ ,3.37,B ,3.25
7997,"Sanchez, Violeta A",DOC 1,FA15,133,0.782,0.718,5.9,104,95,B+ ,3.38,B ,3.26
7998,"Strom, Megan C.",DOC 1,FA15,149,0.7609999999999999,0.775,5.14,113,115,B+ ,3.38,B ,3.19
7999,"Gagnon, Jeffrey C",DOC 100D,FA15,12,1.0,0.917,5.33,12,11,B+ ,3.6,B ,3.1
8000,"Strom, Megan C.",DOC 100D,FA15,12,1.0,1.0,5.17,12,12,B ,3.2,B+ ,3.57
8001,"Hollan, James D.",DSGN 1,FA15,32,0.903,1.0,4.82,29,32,B+ ,3.59,B+ ,3.54
8002,"Norman, Donald A.",DSGN 1,FA15,32,0.903,0.935,4.82,29,30,B+ ,3.59,B+ ,3.54
8003,"Sievenpiper, Daniel F.",ECE 100,FA15,195,0.948,0.865,9.21,185,169,B ,3.13,B ,3.09
8004,"Quest, Kevin B",ECE 101,FA15,75,0.75,0.691,8.87,56,52,B- ,2.84,C+ ,2.35
8005,"Maralani, Ayden",ECE 102,FA15,42,0.85,0.425,12.7,36,18,B- ,2.82,C+ ,2.56
8006,"Tu, Charles",ECE 103,FA15,52,0.765,0.725,8.42,40,38,B ,3.1,C+ ,2.6
8007,"Orlitsky, Alon",ECE 15,FA15,114,0.7979999999999999,0.7979999999999999,7.56,91,91,B ,3.16,C+ ,2.51
8008,"Lugannani, Robert",ECE 153,FA15,32,0.833,0.833,6.97,27,27,B+ ,3.57,C+ ,2.67
8009,"Milstein, Laurence B.",ECE 154A,FA15,11,0.9,1.0,9.61,10,11,B+ ,3.3,C+ ,2.46
8010,"Franceschetti, Massimo",ECE 158A,FA15,20,0.765,0.882,6.26,15,18,B ,3.19,B- ,2.87
8011,"Javidi, Tara",ECE 161A,FA15,30,0.889,0.63,9.38,27,19,B ,3.0,B- ,2.73
8012,"Hall, Drew A.",ECE 164,FA15,27,0.9620000000000001,0.9229999999999999,12.19,26,25,B+ ,3.65,B- ,2.94
8013,"Rebeiz, Gabriel",ECE 166,FA15,36,0.97,0.9390000000000001,11.6,35,34,B+ ,3.48,B- ,2.98
8014,"Sworder, David D.",ECE 171B,FA15,19,0.9440000000000001,0.889,7.5,18,17,B+ ,3.69,B+ ,3.4
8015,"Kreutz-Delgado, Kenneth",ECE 174,FA15,47,0.674,0.6509999999999999,9.17,32,31,B ,3.03,B- ,2.88
8016,"Kumar, Rakesh",ECE 180,FA15,14,1.0,1.0,3.5,14,14,B+ ,3.69,B+ ,3.54
8017,"Liu, Zhaowei",ECE 187,FA15,13,0.846,0.846,5.12,11,11,B+ ,3.42,B ,3.3
8018,"Esmaili, Gholamreza",ECE 188,FA15,33,0.9,0.9329999999999999,10.02,30,31,B ,3.11,B- ,2.88
8019,"Cosman, Pamela C.",ECE 191,FA15,5,0.75,1.0,9.0,4,5,A- ,3.75,B+ ,3.32
8020,"Tu, Charles",ECE 191,FA15,5,0.75,0.75,9.0,4,4,A- ,3.75,B+ ,3.32
8021,"Liu, Zhaowei",ECE 25,FA15,30,0.897,0.828,6.57,27,25,B+ ,3.36,B+ ,3.38
8022,"Taur, Yuan",ECE 35,FA15,66,0.883,0.883,8.0,58,58,B- ,2.93,C+ ,2.32
8023,"Xiang, Jie",ECE 35,FA15,51,0.9359999999999999,0.9359999999999999,10.28,48,48,B- ,2.87,C+ ,2.46
